CRN,ARRIVAL_TM,AUTOMOBILE_COUNT,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,BICYCLE_COUNT,BICYCLE_DEATH_COUNT,BICYCLE_SUSP_SERIOUS_INJ_COUNT,BUS_COUNT,CHLDPAS_DEATH_COUNT,CHLDPAS_SUSP_SERIOUS_INJ_COUNT,COLLISION_TYPE,COMM_VEH_COUNT,CONS_ZONE_SPD_LIM,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,DEC_LATITUDE,DEC_LONGITUDE,DISPATCH_TM,DISTRICT,DRIVER_COUNT_16YR,DRIVER_COUNT_17YR,DRIVER_COUNT_18YR,DRIVER_COUNT_19YR,DRIVER_COUNT_20YR,DRIVER_COUNT_50_64YR,DRIVER_COUNT_65_74YR,DRIVER_COUNT_75PLUS,EST_HRS_CLOSED,FATAL_COUNT,HEAVY_TRUCK_COUNT,HORSE_BUGGY_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECTION_RELATED_x,INTERSECT_TYPE,LANE_CLOSED,LATITUDE,LN_CLOSE_DIR,LOCATION_TYPE,LONGITUDE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,NTFY_HIWY_MAINT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POLICE_AGCY,POSSIBLE_INJ_COUNT,RDWY_SURF_TYPE_CD,RELATION_TO_ROAD,ROADWAY_CLEARED,ROAD_CONDITION,SCH_BUS_IND,SCH_ZONE_IND,SECONDARY_CRASH,SMALL_TRUCK_COUNT,SPEC_JURIS_CD,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,SUV_COUNT,TCD_FUNC_CD,TCD_TYPE,TFC_DETOUR_IND,TIME_OF_DAY,TOTAL_UNITS,TOT_INJ_COUNT,UNBELTED_OCC_COUNT,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_RURAL,VAN_COUNT,VEHICLE_COUNT,WEATHER1,WEATHER2,WORKERS_PRES,WORK_ZONE_IND,WORK_ZONE_LOC,WORK_ZONE_TYPE,WZ_CLOSE_DETOUR,WZ_FLAGGER,WZ_LAW_OFFCR_IND,WZ_LN_CLOSURE,WZ_MOVING,WZ_OTHER,WZ_SHLDER_MDN,WZ_WORKERS_INJ_KILLED,AGGRESSIVE_DRIVING,ALCOHOL_RELATED,ANGLE_CRASH,ATV,ATV_ROUTE,BACKUP_CONGESTION,BACKUP_NONRECURRING,BACKUP_PRIOR,BICYCLE,CELL_PHONE,CHILD_PASSENGER,COMM_VEHICLE,CORE_NETWORK,CROSS_MEDIAN,CURVED_ROAD,CURVE_DVR_ERROR,DEER_RELATED,DISTRACTED,DRINKING_DRIVER,DRIVER_16YR,DRIVER_17YR,DRIVER_18YR,DRIVER_19YR,DRIVER_20YR,DRIVER_50_64YR,DRIVER_65_74YR,DRIVER_75PLUS,DRUGGED_DRIVER,DRUG_RELATED,FATAL,FATAL_OR_SUSP_SERIOUS_INJ,FATIGUE_ASLEEP,FEDERAL_AID_ROUTE,FIRE_IN_VEHICLE,HAZARDOUS_TRUCK,HIT_BARRIER,HIT_BRIDGE,HIT_DEER,HIT_EMBANKMENT,HIT_FIXED_OBJECT,HIT_GDRAIL,HIT_GDRAIL_END,HIT_PARKED_VEHICLE,HIT_POLE,HIT_ROADWAY_EQUIPMENT,HIT_RUN,HIT_TEMP_CONSTRUCTION_BARRIER,HIT_TRAFFIC_ISLAND,HIT_TREE_SHRUB,HIT_UTILITY_POLE,HORSE_BUGGY,HO_OPPDIR_SDSWP,HVY_TRUCK_RELATED,ICY_ROAD,ILLEGAL_DRUG_RELATED,ILLUMINATION_DARK,IMPAIRED_DRIVER,IMPAIRED_NONMOTORIST,INJURY,INJURY_OR_FATAL,INTERSECTION,INTERSECTION_RELATED_y,INTERSTATE,LANE_DEPARTURE,LEFT_TURN,LIMIT_65MPH,LIMIT_70MPH,LOCAL_ROAD,LOCAL_ROAD_ONLY,MARIJUANA_DRUGGED_DRIVER,MARIJUANA_RELATED,MATURE_DRIVER,MC_DRINKING_DRIVER,MOTORCYCLE,MULTIPLE_VEHICLE,NHTSA_AGG_DRIVING,NON_INTERSECTION,NO_CLEARANCE,OPIOID_RELATED,OTHER_FREEWAY_EXPRESSWAY,OVERTURNED,PEDESTRIAN,PHANTOM_VEHICLE,POSSIBLE_INJURY,PROPERTY_DAMAGE_ONLY,PSP_REPORTED,RAMP,RAMP_SEGMENT,RAMP_TERMINAL,REAR_END,ROUNDABOUT,RUNNING_RED_LT,RUNNING_STOP_SIGN,RURAL,SCHOOL_BUS,SCHOOL_BUS_RELATED,SCHOOL_BUS_UNIT,SCHOOL_ZONE,SHLDR_RELATED,SIGNALIZED_INT,SINGLE_VEHICLE,SNOWMOBILE,SNOW_SLUSH_ROAD,SPEEDING,SPEEDING_RELATED,SPEED_CHANGE_LANE,STATE_ROAD,STOP_CONTROLLED_INT,SUDDEN_DEER,SUSPECTED_MINOR_INJURY,SUSPECTED_SERIOUS_INJURY,SV_RUN_OFF_RD,TAILGATING,TRAIN,TRAIN_TROLLEY,TROLLEY,TURNPIKE,UNBELTED,UNDERAGE_DRNK_DRV,UNLICENSED,UNSIGNALIZED_INT,URBAN,VEHICLE_FAILURE,VEHICLE_TOWED,VULNERABLE_ROAD_USER,VULNERABLE_ROAD_USER_FATAL,WET_ROAD,WORK_ZONE,YOUNG_DRIVER,geometry
2008122729,,2,0,0,0,0,0,0,0,0,5,0,,67,7,2008,3,40.05999,-75.012194,,6,0,0,0,0,0,0,0,0,9.0,1,0,0.0,,,0,,0,,40 03:35.964,5.0,0,75 00:43.898,1,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,2.0,1.0,,1,N,N,,1,0.0,0,0,1,,0,Y,,5,0,1,1,0,0,0,2,1,5,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.012194 40.05999)
2008122854,,1,0,0,1,1,0,0,0,0,8,0,,67,8,2008,1,40.022678,-75.136828,,6,0,0,0,0,0,0,0,0,9.0,1,0,0.0,,,0,,1,,40 01:21.640,3.0,0,75 08:12.580,1,0,0,0,67301,1,1,0,N,0,0,0,2,67301,0,2.0,1.0,,1,N,N,,0,9.0,0,0,0,,2,Y,,2,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,POINT (-75.136828 40.022678)
2008122869,,1,0,0,0,0,0,1,0,0,4,1,,67,9,2008,7,39.95824,-75.22319,,6,0,0,0,0,0,0,0,0,,1,0,0.0,,,9,,2,,39 57:29.663,,0,75 13:23.485,1,0,0,0,67301,0,0,0,N,0,0,0,16,67301,0,9.0,1.0,,9,N,N,,0,0.0,0,0,0,,2,,,2,9,0,0,0,9,0,2,0,2,,,,N,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,POINT (-75.22319 39.95824)
2008132943,,1,0,0,0,0,0,0,0,0,4,0,,67,10,2008,7,39.950189,-75.158561,,6,0,0,0,0,0,1,0,0,2.0,1,0,0.0,,,2,,1,,39 57:00.682,3.0,0,75 09:30.818,1,0,0,0,67301,0,0,0,,0,0,0,3,67301,1,2.0,1.0,,1,,,,0,0.0,1,0,1,,2,Y,,2,2,0,0,0,0,0,2,0,2,,,,N,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.158561 39.950189)
2008133315,,0,0,0,0,0,0,0,0,0,7,0,,67,10,2008,1,39.911326,-75.242828,,6,0,0,0,0,0,0,0,0,4.0,1,0,0.0,,,1,,5,,39 54:40.772,5.0,0,75 14:34.179,1,0,0,0,67301,0,0,0,,0,0,0,2,67301,1,2.0,3.0,,9,N,N,,1,0.0,0,0,0,,2,Y,,1,1,1,1,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,POINT (-75.242828 39.911326)
2009000178,,2,0,0,0,0,0,0,0,0,5,0,,67,11,2008,6,40.014234,-75.169617,,6,0,0,0,1,0,0,0,0,,1,0,0.0,,,6,,0,,40 00:51.241,,0,75 10:10.621,1,0,0,0,67301,0,0,0,N,0,0,0,7,67301,5,2.0,1.0,,1,N,N,,0,0.0,1,0,0,,0,,,2,6,0,0,0,0,0,2,0,2,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,POINT (-75.169617 40.014234)
2009000179,,0,0,0,0,0,0,0,0,0,7,0,,67,11,2008,1,39.994919,-75.101729,,6,0,0,0,0,0,0,0,0,4.0,1,0,0.0,,,3,,0,,39 59:41.708,6.0,1,75 06:06.225,1,0,0,0,67301,0,0,0,,0,0,0,4,67301,0,2.0,4.0,,1,N,N,,0,0.0,3,0,1,,0,Y,,1,3,4,1,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.101729 39.994919)
2009000180,,1,0,0,0,0,0,0,0,0,8,0,,67,11,2008,1,39.946048,-75.21649,,6,0,0,0,0,0,0,0,0,,1,0,0.0,,,0,,1,,39 56:45.772,,0,75 12:59.363,1,0,0,0,67301,1,1,0,N,1,1,0,3,67301,0,2.0,1.0,,9,N,N,,0,0.0,0,0,0,,2,,,2,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,POINT (-75.21649 39.946048)
2009007068,,0,0,0,0,0,0,0,0,0,7,0,,67,12,2008,7,39.9788,-75.2029,,6,0,0,0,0,0,0,0,0,3.0,1,0,0.0,,,0,,6,,39 58:43.680,4.0,2,75 12:10.440,1,0,0,0,67301,0,0,0,Y,0,0,0,1,68K01,0,2.0,3.0,,1,N,N,,0,0.0,0,0,1,,0,Y,,1,0,1,1,0,0,0,2,0,1,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,POINT (-75.2029 39.9788)
2009011728,,2,0,0,0,0,0,0,0,0,4,0,,67,11,2008,2,39.988519,-75.106397,,6,0,0,0,0,0,0,0,0,3.0,1,0,0.0,,,2,,1,,39 59:18.670,7.0,0,75 06:23.030,1,0,0,0,67301,0,0,0,,0,0,0,3,67301,1,2.0,1.0,,1,N,N,,0,0.0,0,0,0,,2,Y,,2,2,1,1,0,1,0,2,0,2,,,,N,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.106397 39.988519)
2009020790,,1,0,0,0,0,0,0,0,0,8,0,,67,12,2008,4,40.005717,-75.101074,,6,0,0,0,0,0,0,0,0,,1,0,0.0,,,0,,0,,40 00:20.582,,0,75 06:03.865,1,0,0,0,67301,1,1,0,N,1,1,0,2,67301,0,2.0,1.0,,9,N,N,,0,0.0,0,0,0,,0,,,2,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,POINT (-75.101074 40.005717)
2009021239,,1,0,0,0,0,0,0,0,0,7,0,,67,12,2008,7,40.020553,-75.042711,,6,0,0,0,0,0,0,0,0,3.0,1,0,0.0,,,1,,0,,40 01:13.990,1.0,0,75 02:33.760,1,0,0,0,67301,0,0,0,Y,0,0,0,2,68K01,1,2.0,2.0,,9,N,N,,0,0.0,0,0,0,,0,N,,1,1,1,1,0,0,0,2,0,1,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,POINT (-75.042711 40.020553)
2009024806,,0,0,0,0,0,0,0,0,0,7,0,,67,1,2009,4,40.016002,-75.157732,,6,0,0,0,0,0,1,0,0,9.0,1,0,0.0,,,0,,0,,40 00:57.608,5.0,3,75 09:27.835,1,0,0,0,67301,0,0,0,N,0,0,0,1,67301,0,2.0,3.0,,1,N,N,,0,0.0,0,0,1,,0,Y,,1,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.157732 40.016002)
2009027333,,2,1,0,0,0,0,0,0,0,2,0,,67,2,2009,7,39.928447,-75.196532,,6,0,0,0,0,0,1,0,0,3.0,1,0,0.0,,,2,,0,,39 55:42.410,3.0,0,75 11:47.515,1,0,0,0,67301,0,0,0,N,0,0,0,3,68K01,1,2.0,1.0,,1,N,N,,0,0.0,0,1,0,,0,Y,,2,2,0,0,0,0,0,2,0,2,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.196532 39.928447)
2009032488,,1,0,0,0,0,0,0,0,0,7,0,,67,2,2009,1,39.908826,-75.13851,,6,0,0,0,0,0,0,0,0,9.0,2,0,0.0,,,0,,0,,39 54:31.773,5.0,0,75 08:18.636,1,0,0,0,67301,0,0,0,,0,0,0,2,67301,0,2.0,5.0,,1,N,N,,0,0.0,0,0,0,,0,Y,,1,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.13851 39.908826)
2009032626,,1,0,0,0,0,0,0,0,0,8,0,,67,2,2009,5,40.040499,-75.058879,,6,0,0,0,0,0,0,0,0,,1,0,0.0,,,0,,1,,40 02:25.798,,0,75 03:31.965,1,0,0,0,67301,1,1,0,,1,1,0,2,67301,0,2.0,1.0,,1,,,,0,0.0,0,0,0,,0,,,2,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,POINT (-75.058879 40.040499)
2009032781,,1,0,0,0,0,0,0,0,0,7,0,,67,1,2009,2,40.070869,-75.037942,,6,0,0,0,0,0,0,0,0,,1,0,0.0,,,0,,0,,40 04:15.129,,0,75 02:16.590,1,0,0,0,67301,0,0,0,,0,0,0,1,67301,0,2.0,3.0,,1,,,,0,0.0,0,0,0,,0,,,1,0,1,1,0,0,0,2,0,1,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.037942 40.070869)
2009036396,,0,0,0,0,0,0,0,0,0,8,0,,67,3,2009,7,40.053626,-75.141756,1831.0,6,0,0,0,0,0,1,0,0,9.0,1,0,0.0,,,0,,1,,40 03:13.053,7.0,0,75 08:30.321,1,0,0,0,67301,1,1,0,N,1,1,0,2,67301,0,2.0,1.0,,1,N,N,,0,0.0,0,0,1,,2,Y,,2,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,POINT (-75.141756 40.053626)
2009036635,,0,0,0,0,0,0,0,0,0,7,0,,67,2,2009,5,39.921272,-75.146129,308.0,6,0,0,0,0,0,0,0,0,,1,0,0.0,,,0,,0,,39 55:16.578,,0,75 08:46.063,1,1,0,1,67301,0,0,0,,0,0,0,1,67301,0,2.0,4.0,,1,N,N,,0,0.0,0,0,0,,0,,,1,0,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,POINT (-75.146129 39.921272)
2009043739,,0,0,0,0,0,0,0,0,0,7,0,,67,3,2009,2,39.933475,-75.199724,,6,0,0,0,1,0,0,0,0,3.0,1,0,0.0,,,2,,0,,39 56:00.511,1.0,0,75 11:59.007,1,0,0,0,67301,0,0,0,N,0,0,0,3,67301,0,2.0,5.0,,1,N,N,,1,0.0,1,1,0,,0,Y,,1,2,1,1,0,0,0,2,0,1,,,,N,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,POINT (-75.199724 39.933475)
2009043740,,1,0,0,0,0,0,0,0,0,7,0,,67,4,2009,1,40.024099,-75.075587,,6,0,0,0,0,0,0,0,0,9.0,1,0,0.0,,,1,,2,,40 01:26.758,1.0,0,75 04:32.113,1,0,0,0,67301,0,0,0,,0,0,0,2,67301,0,2.0,5.0,,98,,,,0,0.0,1,0,0,,0,Y,,1,1,0,0,0,0,0,2,0,1,,,,N,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,POINT (-75.075587 40.024099)
2009056367,,1,0,0,0,0,0,0,0,0,4,0,,67,4,2009,4,40.005748,-75.099049,,6,0,0,0,0,1,0,1,0,3.0,1,0,0.0,,,2,,1,,40 00:20.693,7.0,0,75 05:56.577,1,0,0,0,67301,0,0,0,,0,0,0,3,67301,0,2.0,1.0,,1,,,,0,0.0,0,0,0,,2,Y,,2,2,0,0,0,2,0,2,1,2,,,,N,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,POINT (-75.099049 40.005748)
